id,company_id,date,open_price,high_price,low_price,close_price,volume
1,3,2025-07-14,131.4300525965599,132.49526323802525,131.12144030969242,131.44000244140625,4881700
2,3,2025-07-15,131.89999389648438,132.44000244140625,130.3000030517578,131.49000549316406,5084800
3,3,2025-07-16,132.1199951171875,133.02999877929688,130.30999755859375,131.74000549316406,9893000
4,3,2025-07-17,126.55000305175781,126.86000061035156,119.7699966430664,120.51000213623047,27560600
5,3,2025-07-18,122.62999725341797,125.62999725341797,122.2699966430664,123.66999816894531,19571900
6,3,2025-07-21,124.26000213623047,126.02999877929688,121.5999984741211,124.41999816894531,10308000
7,3,2025-07-22,124.33000183105469,126.37999725341797,124.2300033569336,125.7300033569336,7098400
8,3,2025-07-23,126.31999969482422,127.04000091552734,123.25,125.83000183105469,6439600
9,3,2025-07-24,125.27999877929688,125.9800033569336,124.69999694824219,125.63999938964844,4708000
10,3,2025-07-25,125.7699966430664,126.7300033569336,125.44999694824219,126.54000091552734,4741200
11,3,2025-07-28,126.1500015258789,126.98999786376953,125.62999725341797,126.3499984741211,8168400
12,3,2025-07-29,126.01000213623047,128.10000610351562,125.47000122070312,128.00999450683594,5834100
13,3,2025-07-30,127.97000122070312,129.6999969482422,127.08000183105469,128.5500030517578,5359700
14,3,2025-07-31,127.54000091552734,129.14999389648438,125.80999755859375,126.19000244140625,6722600
15,3,2025-08-01,125.47000122070312,127.7699966430664,125.47000122070312,127.29000091552734,5453300
16,3,2025-08-04,127.44999694824219,130.1300048828125,127.44999694824219,129.92999267578125,5671400
17,3,2025-08-05,129.91000366210938,131.47999572753906,129.25,130.69000244140625,5355400
18,3,2025-08-06,130.0800018310547,131.72000122070312,129.80999755859375,130.92999267578125,5170100
19,3,2025-08-07,131.16000366210938,132.5,130.72999572753906,132.05999755859375,4690600
20,3,2025-08-08,131.8000030517578,134.7100067138672,131.75,134.27999877929688,4985400
21,3,2025-08-11,134.0800018310547,134.35000610351562,130.5500030517578,131.36000061035156,7125600
22,3,2025-08-12,131.74000549316406,131.88999938964844,129.6199951171875,131.02000427246094,5657500
23,4,2025-07-14,190.07828924299216,191.02015129994086,188.41266733560354,189.8800048828125,4072800
24,4,2025-07-15,190.2100067138672,190.6699981689453,185.00999450683594,186.38999938964844,6729200
25,4,2025-07-16,186.9199981689453,191.38999938964844,186.5,190.5800018310547,6202600
26,4,2025-07-17,189,192.1199951171875,188.25999450683594,191.39999389648438,4853100
27,4,2025-07-18,191.50999450683594,192.33999633789062,188.57000732421875,189.25999450683594,5332000
28,4,2025-07-21,189.6199951171875,189.89999389648438,184.6300048828125,184.85000610351562,4954800
29,4,2025-07-22,184.94000244140625,188.1999969482422,184.89999389648438,187.11000061035156,4432100
30,4,2025-07-23,187.0500030517578,190.8000030517578,186.77000427246094,190.5500030517578,4344500
31,4,2025-07-24,190.75999450683594,192.24000549316406,189.99000549316406,190.8300018310547,3462700
32,4,2025-07-25,191.39999389648438,191.39999389648438,188.52999877929688,190.27999877929688,3786800
33,4,2025-07-28,191.2100067138672,191.2100067138672,187.63999938964844,188.52000427246094,3776900
34,4,2025-07-29,189.14999389648438,192.49000549316406,187.86000061035156,191.22000122070312,6715500
35,4,2025-07-30,191.77000427246094,192.6999969482422,188.00999450683594,189.30999755859375,5008400
36,4,2025-07-31,197.05999755859375,198.8300018310547,187.6199951171875,189.02000427246094,10347900
37,4,2025-08-01,189.9199981689453,197.05999755859375,189.7899932861328,195.22000122070312,8082000
38,4,2025-08-04,194.80999755859375,197.3699951171875,193.72000122070312,197.19000244140625,4217500
39,4,2025-08-05,197.5500030517578,199.88999938964844,196.47999572753906,198.5500030517578,4153400
40,4,2025-08-06,197.22999572753906,198.0500030517578,194.6699981689453,196.3000030517578,4057200
41,4,2025-08-07,197.0500030517578,199.8300018310547,196.5,198.86000061035156,4683300
42,4,2025-08-08,199.0800018310547,200.3300018310547,197.13999938964844,198.0500030517578,4101700
43,4,2025-08-11,198.17999267578125,199.42999267578125,196.88999938964844,198.63999938964844,6067800
44,4,2025-08-12,198.08999633789062,200.02000427246094,197.0500030517578,198.63999938964844,3049800
45,1,2025-07-14,155.58999633789062,158.11000061035156,154.9199981689453,157.91000366210938,2961300
46,1,2025-07-15,157.91000366210938,158.27999877929688,156.02999877929688,156.58999633789062,3058900
47,1,2025-07-16,157.6199951171875,157.67999267578125,154.85000610351562,157.55999755859375,3194600
48,1,2025-07-17,157.25999450683594,159.47000122070312,156.7899932861328,159.0399932861328,5024200
49,1,2025-07-18,162.5399932861328,164.14999389648438,150.25,153.22999572753906,11701900
50,1,2025-07-21,152.25,153.64999389648438,149.33999633789062,152.82000732421875,5194000
51,1,2025-07-22,152.97999572753906,154.05999755859375,150.32000732421875,151.1999969482422,4927800
52,1,2025-07-23,151.9199981689453,152.64999389648438,149.8000030517578,150.82000732421875,4976700
53,1,2025-07-24,150,151.2899932861328,147.80999755859375,149.3000030517578,4860900
54,1,2025-07-25,150,151.39999389648438,149.1999969482422,151.27000427246094,2818000
55,1,2025-07-28,150.60000610351562,153.8800048828125,150.14999389648438,152.0500030517578,3970300
56,1,2025-07-29,152.39999389648438,153.10000610351562,151.14999389648438,151.7899932861328,3918100
57,1,2025-07-30,152.47999572753906,152.5,146.5,146.6199951171875,3529500
58,1,2025-07-31,146.19000244140625,149.55999755859375,145.55999755859375,149.22000122070312,4390400
59,1,2025-08-01,146.5,146.72000122070312,144.25,144.41000366210938,4074400
60,1,2025-08-04,145.38999938964844,148.17999267578125,145,147.8699951171875,3641300
61,1,2025-08-05,148.4600067138672,151.22000122070312,148,150.08999633789062,3743900
62,1,2025-08-06,150.27000427246094,151.38999938964844,148.63999938964844,150.82000732421875,2636900
63,1,2025-08-07,151.97999572753906,152.47999572753906,149.97999572753906,151.74000549316406,2293900
64,1,2025-08-08,152.39999389648438,153.69000244140625,151.4199981689453,153.3000030517578,2376400
65,1,2025-08-11,153.75,155.61000061035156,153.16000366210938,155.30999755859375,3354500
66,1,2025-08-12,155.7899932861328,158.4600067138672,155.61000061035156,157.85000610351562,2748200
67,5,2025-07-14,280.69000244140625,280.94000244140625,276.95001220703125,279.989990234375,4281800
68,5,2025-07-15,281.0400085449219,281.1099853515625,275.9599914550781,276.07000732421875,3970300
69,5,2025-07-16,276.75,280.2699890136719,276.0299987792969,279.6700134277344,3176400
70,5,2025-07-17,280.75,283.1300048828125,278.25,282.70001220703125,3513000
71,5,2025-07-18,283.239990234375,283.82000732421875,280.6400146484375,282.44000244140625,4207400
72,5,2025-07-21,283.5199890136719,284.6000061035156,282.17999267578125,282.45001220703125,2955600
73,5,2025-07-22,281.79998779296875,287.07000732421875,281.79998779296875,286.9599914550781,3614500
74,5,2025-07-23,289.739990234375,291,285.7799987792969,286.0400085449219,2953400
